,Customer Age,Customer Gender,Product Purchased,Ticket Subject,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
7768,50,Other,Asus ROG,Payment issue,2.0,1477,Low
7774,55,Female,LG Washing Machine,Product setup,2.0,1485,Low
7777,41,Male,Microsoft Surface,Data loss,1.0,1620,Low
7778,58,Other,Fitbit Versa Smartwatch,Account access,2.0,1787,Low
7782,25,Female,GoPro Action Camera,Payment issue,4.0,1470,High
7788,30,Male,Samsung Soundbar,Product setup,5.0,1520,High
7792,45,Female,Microsoft Office,Hardware issue,2.0,1505,Low
7794,28,Other,Amazon Echo,Software bug,5.0,1331,High
7798,36,Other,GoPro Action Camera,Installation support,4.0,1874,High
7800,49,Other,Roomba Robot Vacuum,Product compatibility,2.0,1483,Low
7803,65,Other,HP Pavilion,Refund request,5.0,1879,High
7805,60,Male,Garmin Forerunner,Product setup,5.0,1551,High
7812,18,Female,Adobe Photoshop,Product compatibility,3.0,1865,Medium
7820,49,Other,Microsoft Surface,Software bug,4.0,1858,High
7822,29,Other,HP Pavilion,Account access,2.0,1392,Low
7826,26,Other,Autodesk AutoCAD,Product recommendation,1.0,1871,Low
7834,27,Male,Xbox,Refund request,4.0,1801,High
7837,49,Female,Nest Thermostat,Network problem,4.0,1393,High
7841,66,Other,Canon EOS,Installation support,4.0,1500,High
7842,29,Other,iPhone,Display issue,1.0,1668,Low
7850,63,Male,Lenovo ThinkPad,Refund request,5.0,1776,High
7859,68,Male,Fitbit Versa Smartwatch,Data loss,5.0,1497,High
7863,39,Male,Sony 4K HDR TV,Hardware issue,3.0,1730,Medium
7874,59,Male,Amazon Kindle,Product compatibility,3.0,1607,Medium
7876,33,Male,Amazon Kindle,Software bug,2.0,1320,Low
7877,39,Other,Bose SoundLink Speaker,Cancellation request,2.0,1497,Low
7882,19,Female,Amazon Kindle,Hardware issue,5.0,1933,High
7883,43,Male,Sony 4K HDR TV,Refund request,5.0,1936,High
7884,37,Male,Microsoft Office,Product recommendation,1.0,1370,Low
7887,65,Female,Google Nest,Delivery problem,1.0,1811,Low
7888,61,Other,Sony Xperia,Payment issue,3.0,1730,Medium
7893,55,Male,Google Nest,Network problem,5.0,1965,High
7894,18,Other,Nintendo Switch Pro Controller,Cancellation request,5.0,1593,High
7895,34,Other,Nintendo Switch,Account access,2.0,1707,Low
7896,39,Male,Samsung Soundbar,Cancellation request,3.0,1395,Medium
7903,23,Female,Fitbit Charge,Data loss,4.0,2005,High
7904,48,Other,Roomba Robot Vacuum,Software bug,2.0,1326,Low
7906,51,Male,Amazon Kindle,Product setup,4.0,1465,High
7907,41,Female,Xbox,Data loss,4.0,1538,High
7908,51,Male,Sony 4K HDR TV,Installation support,4.0,1679,High
7909,54,Female,LG OLED,Cancellation request,2.0,2020,Low
7910,61,Other,Sony 4K HDR TV,Refund request,1.0,1388,Low
7918,52,Male,Lenovo ThinkPad,Account access,3.0,1775,Medium
7919,60,Other,Autodesk AutoCAD,Software bug,5.0,1423,High
7920,21,Other,MacBook Pro,Product recommendation,4.0,1672,High
7922,25,Other,PlayStation,Delivery problem,1.0,1570,Low
7924,42,Male,Fitbit Versa Smartwatch,Display issue,3.0,1920,Medium
7925,67,Other,Canon EOS,Payment issue,3.0,1773,Medium
7929,62,Male,LG Washing Machine,Product setup,4.0,1429,High
7934,33,Other,Google Pixel,Hardware issue,2.0,1476,Low
7939,60,Male,iPhone,Software bug,5.0,1659,High
7944,22,Female,Amazon Echo,Software bug,1.0,1782,Low
7947,53,Female,Sony PlayStation,Data loss,4.0,1845,High
7948,24,Male,Microsoft Surface,Refund request,5.0,1702,High
7953,42,Female,Bose SoundLink Speaker,Account access,4.0,2021,High
7955,66,Other,Microsoft Office,Refund request,4.0,1804,High
7956,53,Female,Sony Xperia,Network problem,3.0,1860,Medium
7960,22,Male,Roomba Robot Vacuum,Data loss,3.0,1770,Medium
7964,65,Male,Canon DSLR Camera,Software bug,4.0,1913,High
7969,27,Other,Canon EOS,Product compatibility,1.0,1981,Low
7974,33,Female,Microsoft Office,Account access,3.0,1545,Medium
7977,41,Other,Roomba Robot Vacuum,Battery life,1.0,1361,Low
7982,32,Female,Adobe Photoshop,Payment issue,2.0,1477,Low
7986,60,Other,Bose QuietComfort,Payment issue,3.0,1328,Medium
7997,25,Other,Microsoft Xbox Controller,Display issue,5.0,1556,High
8001,37,Female,Asus ROG,Product setup,2.0,1487,Low
8002,38,Female,Sony Xperia,Peripheral compatibility,3.0,1887,Medium
8010,57,Female,Microsoft Xbox Controller,Payment issue,3.0,1678,Medium
8012,49,Male,Google Nest,Payment issue,5.0,1970,High
8014,21,Female,LG Washing Machine,Product recommendation,5.0,1415,High
8015,18,Other,Apple AirPods,Data loss,1.0,1766,Low
8019,24,Male,Canon DSLR Camera,Product compatibility,2.0,1664,Low
8020,43,Female,HP Pavilion,Network problem,4.0,1568,High
8023,63,Other,Canon EOS,Battery life,5.0,1670,High
8026,39,Female,Roomba Robot Vacuum,Delivery problem,5.0,1958,High
8027,35,Other,HP Pavilion,Product recommendation,2.0,1325,Low
8028,27,Other,Samsung Galaxy,Display issue,3.0,1980,Medium
8031,51,Female,Microsoft Surface,Battery life,4.0,1906,High
8034,27,Female,Nikon D,Peripheral compatibility,3.0,1919,Medium
8035,56,Female,Asus ROG,Battery life,4.0,1510,High
8039,49,Male,Microsoft Office,Delivery problem,4.0,1771,High
8043,40,Female,Canon DSLR Camera,Refund request,4.0,1390,High
8044,63,Female,Dyson Vacuum Cleaner,Account access,1.0,1978,Low
8047,39,Female,Samsung Galaxy,Product recommendation,2.0,1849,Low
8050,60,Female,PlayStation,Display issue,2.0,2024,Low
8052,65,Other,Canon EOS,Product recommendation,2.0,1935,Low
8056,26,Female,Autodesk AutoCAD,Delivery problem,4.0,1954,High
8059,45,Other,Google Nest,Peripheral compatibility,3.0,1554,Medium
8061,24,Other,Lenovo ThinkPad,Cancellation request,3.0,1425,Medium
8065,35,Other,Asus ROG,Payment issue,1.0,1943,Low
8066,57,Other,HP Pavilion,Display issue,3.0,1627,Medium
8070,61,Male,Microsoft Surface,Data loss,3.0,1425,Medium
8073,55,Male,LG OLED,Display issue,3.0,1441,Medium
8076,70,Female,Nintendo Switch,Installation support,2.0,1864,Low
8079,38,Other,LG Smart TV,Delivery problem,5.0,1792,High
8082,29,Male,MacBook Pro,Software bug,3.0,1547,Medium
8083,48,Female,Google Pixel,Battery life,4.0,1701,High
8084,63,Female,Samsung Galaxy,Display issue,1.0,1341,Low
8085,68,Female,Microsoft Surface,Hardware issue,1.0,1752,Low
8087,48,Other,LG Smart TV,Refund request,4.0,1542,High
8090,57,Female,Xbox,Delivery problem,1.0,1873,Low
8096,70,Male,Nest Thermostat,Software bug,2.0,1880,Low
8097,67,Female,Canon EOS,Product setup,5.0,1708,High
8101,29,Male,LG OLED,Hardware issue,2.0,2006,Low
8103,33,Other,LG OLED,Product setup,1.0,1662,Low
8109,48,Male,Adobe Photoshop,Network problem,2.0,1455,Low
8112,61,Female,Nest Thermostat,Data loss,5.0,1845,High
8120,46,Male,PlayStation,Account access,2.0,1606,Low
8121,38,Female,Philips Hue Lights,Refund request,2.0,1697,Low
8123,39,Other,Autodesk AutoCAD,Product compatibility,3.0,1855,Medium
8127,67,Male,PlayStation,Software bug,1.0,1947,Low
8131,39,Female,Dyson Vacuum Cleaner,Product recommendation,1.0,1928,Low
8134,58,Female,Google Pixel,Installation support,2.0,1370,Low
8135,19,Other,Apple AirPods,Payment issue,4.0,1790,High
8136,69,Female,Nintendo Switch,Delivery problem,1.0,1689,Low
8139,22,Male,LG Washing Machine,Cancellation request,4.0,1499,High
8140,45,Female,LG OLED,Payment issue,2.0,1367,Low
8141,45,Other,Microsoft Xbox Controller,Product recommendation,3.0,1317,Medium
8145,54,Male,HP Pavilion,Hardware issue,4.0,1508,High
8146,31,Male,Amazon Echo,Data loss,3.0,1887,Medium
8147,38,Male,Sony PlayStation,Battery life,4.0,1642,High
8156,47,Female,Amazon Kindle,Peripheral compatibility,1.0,1764,Low
8158,45,Male,LG Smart TV,Network problem,2.0,1696,Low
8164,43,Female,Fitbit Charge,Payment issue,1.0,1352,Low
8165,65,Male,Google Nest,Software bug,1.0,1488,Low
8169,23,Other,Roomba Robot Vacuum,Product setup,4.0,1658,High
8170,65,Other,LG Washing Machine,Product compatibility,2.0,1583,Low
8171,35,Female,Fitbit Charge,Product setup,2.0,2010,Low
8175,52,Male,Canon DSLR Camera,Data loss,5.0,1517,High
8181,20,Male,LG Smart TV,Battery life,2.0,1890,Low
8187,63,Male,LG Washing Machine,Display issue,3.0,1999,Medium
8194,36,Female,Google Pixel,Product recommendation,2.0,1705,Low
8195,33,Female,Xbox,Installation support,3.0,1950,Medium
8198,37,Female,Canon DSLR Camera,Display issue,5.0,1801,High
8200,52,Other,Nest Thermostat,Battery life,5.0,1451,High
8201,52,Other,Roomba Robot Vacuum,Battery life,3.0,1855,Medium
8215,35,Female,iPhone,Account access,4.0,1885,High
8216,61,Other,Adobe Photoshop,Cancellation request,3.0,1613,Medium
8219,45,Male,PlayStation,Refund request,5.0,1425,High
8228,25,Male,Roomba Robot Vacuum,Product setup,2.0,1445,Low
8231,50,Other,Apple AirPods,Peripheral compatibility,3.0,1815,Medium
8233,33,Male,Xbox,Installation support,1.0,1419,Low
8237,24,Female,PlayStation,Account access,5.0,1365,High
8238,24,Other,Sony PlayStation,Software bug,2.0,1336,Low
8243,38,Female,Lenovo ThinkPad,Refund request,4.0,1844,High
8246,50,Other,Xbox,Product compatibility,4.0,1351,High
8249,65,Other,Garmin Forerunner,Refund request,4.0,1397,High
8250,53,Male,GoPro Hero,Hardware issue,1.0,1876,Low
8258,69,Male,Autodesk AutoCAD,Battery life,1.0,1547,Low
8259,48,Female,Microsoft Office,Network problem,3.0,1526,Medium
8260,48,Male,Samsung Soundbar,Cancellation request,3.0,1966,Medium
8261,66,Other,HP Pavilion,Installation support,4.0,1745,High
8263,23,Male,MacBook Pro,Product setup,2.0,1771,Low
8265,69,Female,Amazon Echo,Peripheral compatibility,4.0,1370,High
8268,62,Female,Microsoft Surface,Software bug,2.0,1429,Low
8275,68,Female,MacBook Pro,Product recommendation,1.0,2010,Low
8276,18,Male,Bose QuietComfort,Software bug,3.0,1950,Medium
8280,68,Other,Nintendo Switch,Account access,5.0,2005,High
8282,21,Female,Microsoft Surface,Display issue,4.0,1892,High
8284,58,Male,Adobe Photoshop,Account access,5.0,1592,High
8288,44,Other,Nintendo Switch,Network problem,3.0,1371,Medium
8289,29,Male,PlayStation,Hardware issue,3.0,1574,Medium
8292,29,Male,Google Nest,Network problem,1.0,1708,Low
8294,38,Female,Sony 4K HDR TV,Network problem,5.0,1672,High
8295,66,Male,Nikon D,Account access,4.0,1687,High
8303,69,Male,Asus ROG,Data loss,3.0,1393,Medium
8311,67,Other,Apple AirPods,Software bug,1.0,1420,Low
8312,65,Female,Lenovo ThinkPad,Network problem,3.0,1739,Medium
8314,39,Other,Philips Hue Lights,Product recommendation,5.0,1683,High
8317,52,Other,LG Washing Machine,Cancellation request,3.0,1728,Medium
8319,44,Other,GoPro Action Camera,Refund request,1.0,1738,Low
8320,51,Other,Philips Hue Lights,Product recommendation,1.0,1939,Low
8322,30,Male,Dyson Vacuum Cleaner,Account access,5.0,1509,High
8323,24,Other,Dell XPS,Product compatibility,3.0,1826,Medium
8329,18,Male,Samsung Galaxy,Cancellation request,3.0,2025,Medium
8330,50,Male,Sony PlayStation,Peripheral compatibility,2.0,1804,Low
8332,37,Female,Sony 4K HDR TV,Delivery problem,3.0,1631,Medium
8333,33,Other,LG Smart TV,Cancellation request,4.0,1777,High
8335,20,Other,Fitbit Charge,Payment issue,3.0,1536,Medium
8339,30,Female,iPhone,Product setup,4.0,1687,High
8340,48,Other,Adobe Photoshop,Refund request,4.0,1852,High
8341,47,Female,Canon EOS,Delivery problem,2.0,2038,Low
8345,18,Other,Roomba Robot Vacuum,Hardware issue,3.0,1316,Medium
8348,49,Female,PlayStation,Cancellation request,5.0,1567,High
8350,63,Other,MacBook Pro,Product setup,5.0,1813,High
8361,40,Other,LG OLED,Product compatibility,2.0,1929,Low
8362,58,Other,Canon DSLR Camera,Cancellation request,2.0,1460,Low
8365,39,Male,Bose SoundLink Speaker,Product setup,3.0,1850,Medium
8370,46,Other,Bose SoundLink Speaker,Network problem,1.0,1485,Low
8374,45,Male,Amazon Echo,Delivery problem,2.0,1784,Low
8375,44,Female,Bose SoundLink Speaker,Display issue,3.0,1864,Medium
8376,26,Female,Apple AirPods,Display issue,3.0,1389,Medium
8377,34,Female,Asus ROG,Data loss,5.0,1952,High
8380,39,Female,GoPro Hero,Hardware issue,1.0,2036,Low
8383,32,Female,LG Smart TV,Peripheral compatibility,4.0,1635,High
8384,48,Male,Lenovo ThinkPad,Software bug,2.0,1674,Low
8388,33,Male,Garmin Forerunner,Account access,5.0,1327,High
8390,23,Female,Sony Xperia,Payment issue,2.0,2004,Low
8391,69,Female,GoPro Hero,Peripheral compatibility,5.0,1743,High
8393,43,Female,Philips Hue Lights,Payment issue,4.0,1583,High
8396,21,Other,Fitbit Charge,Installation support,3.0,1969,Medium
8397,59,Female,Dell XPS,Cancellation request,2.0,1846,Low
8398,50,Other,Nintendo Switch Pro Controller,Data loss,1.0,1452,Low
8400,68,Female,Fitbit Versa Smartwatch,Network problem,2.0,1482,Low
8411,67,Male,Roomba Robot Vacuum,Hardware issue,1.0,1544,Low
8414,29,Male,Microsoft Office,Delivery problem,2.0,1988,Low
8419,29,Male,Autodesk AutoCAD,Refund request,3.0,1443,Medium
8420,41,Female,Xbox,Installation support,5.0,1615,High
8423,36,Female,Microsoft Surface,Payment issue,2.0,1347,Low
8426,60,Female,Roomba Robot Vacuum,Data loss,3.0,1787,Medium
8427,24,Other,Amazon Echo,Refund request,3.0,1571,Medium
8430,63,Female,Google Pixel,Software bug,2.0,1548,Low
8432,70,Male,Nintendo Switch,Network problem,3.0,2023,Medium
8434,50,Female,GoPro Hero,Installation support,4.0,2011,High
8435,69,Female,Sony 4K HDR TV,Display issue,1.0,1411,Low
8440,43,Female,Autodesk AutoCAD,Product compatibility,1.0,1931,Low
8441,48,Other,Samsung Galaxy,Delivery problem,3.0,2003,Medium
8448,37,Other,Sony Xperia,Hardware issue,2.0,1316,Low
8450,34,Other,LG Washing Machine,Product setup,5.0,1512,High
8452,62,Female,MacBook Pro,Display issue,3.0,1956,Medium
8453,61,Other,iPhone,Peripheral compatibility,5.0,1873,High
8455,54,Other,Dyson Vacuum Cleaner,Refund request,1.0,1646,Low
8466,57,Female,GoPro Action Camera,Account access,3.0,1450,Medium
8467,54,Male,PlayStation,Payment issue,3.0,1390,Medium
