,Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Channel,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
5145,36,Female,Amazon Echo,Product inquiry,Software bug,Email,2.0,1995,Low
5147,21,Male,Microsoft Xbox Controller,Technical issue,Network problem,Social media,2.0,1667,Low
5148,39,Other,Dell XPS,Billing inquiry,Software bug,Phone,2.0,1674,Low
5151,48,Other,Autodesk AutoCAD,Cancellation request,Peripheral compatibility,Phone,3.0,1364,Medium
5152,19,Male,GoPro Action Camera,Technical issue,Delivery problem,Email,1.0,2018,Low
5153,66,Male,Fitbit Versa Smartwatch,Refund request,Delivery problem,Phone,4.0,1601,High
5154,58,Other,GoPro Hero,Product inquiry,Product setup,Phone,4.0,1417,High
5156,53,Female,Google Nest,Product inquiry,Peripheral compatibility,Phone,3.0,1734,Medium
5157,20,Female,Samsung Galaxy,Cancellation request,Display issue,Social media,5.0,1485,High
5160,33,Male,Garmin Forerunner,Technical issue,Peripheral compatibility,Chat,2.0,1696,Low
5163,50,Male,Sony PlayStation,Cancellation request,Peripheral compatibility,Phone,4.0,1352,High
5167,51,Female,Amazon Kindle,Cancellation request,Refund request,Phone,3.0,1713,Medium
5169,20,Female,Amazon Echo,Billing inquiry,Installation support,Social media,4.0,1706,High
5170,43,Female,Amazon Kindle,Billing inquiry,Product compatibility,Chat,3.0,1995,Medium
5173,69,Female,Canon DSLR Camera,Refund request,Display issue,Chat,2.0,1512,Low
5174,41,Other,Roomba Robot Vacuum,Billing inquiry,Hardware issue,Social media,2.0,1493,Low
5178,37,Other,GoPro Hero,Refund request,Delivery problem,Email,5.0,1769,High
5179,18,Male,Autodesk AutoCAD,Technical issue,Installation support,Phone,3.0,1844,Medium
5185,18,Female,Asus ROG,Cancellation request,Product setup,Phone,2.0,1703,Low
5186,63,Other,Sony PlayStation,Cancellation request,Data loss,Phone,2.0,1892,Low
5189,68,Male,Google Nest,Refund request,Refund request,Email,3.0,1449,Medium
5191,20,Other,Autodesk AutoCAD,Billing inquiry,Account access,Chat,1.0,1714,Low
5195,63,Female,Samsung Soundbar,Refund request,Cancellation request,Social media,1.0,1546,Low
5196,51,Female,Bose SoundLink Speaker,Technical issue,Product recommendation,Phone,4.0,1657,High
5202,65,Other,Sony Xperia,Refund request,Battery life,Email,3.0,1806,Medium
5203,36,Other,Adobe Photoshop,Refund request,Account access,Social media,5.0,1902,High
5209,41,Female,Philips Hue Lights,Product inquiry,Battery life,Email,1.0,1783,Low
5210,60,Other,Nest Thermostat,Product inquiry,Battery life,Chat,4.0,1640,High
5211,44,Male,Sony 4K HDR TV,Billing inquiry,Battery life,Email,4.0,1486,High
5214,26,Female,Garmin Forerunner,Cancellation request,Peripheral compatibility,Email,4.0,2033,High
5217,44,Male,iPhone,Refund request,Refund request,Chat,4.0,2025,High
5223,32,Male,Adobe Photoshop,Product inquiry,Product setup,Phone,3.0,1710,Medium
5227,62,Male,Amazon Echo,Technical issue,Installation support,Social media,5.0,1411,High
5229,65,Other,Bose QuietComfort,Billing inquiry,Hardware issue,Social media,5.0,1622,High
5230,69,Other,LG OLED,Billing inquiry,Battery life,Email,2.0,1323,Low
5231,45,Other,Sony Xperia,Technical issue,Battery life,Phone,2.0,1765,Low
5233,33,Other,LG Washing Machine,Cancellation request,Refund request,Social media,3.0,1489,Medium
5236,52,Male,Garmin Forerunner,Refund request,Refund request,Social media,4.0,1547,High
5237,65,Other,Autodesk AutoCAD,Technical issue,Hardware issue,Phone,4.0,1921,High
5239,36,Male,Samsung Galaxy,Technical issue,Display issue,Phone,4.0,1380,High
5240,67,Other,HP Pavilion,Cancellation request,Cancellation request,Chat,3.0,1448,Medium
5241,45,Other,LG Washing Machine,Technical issue,Account access,Email,5.0,1778,High
5244,45,Male,Canon EOS,Cancellation request,Display issue,Social media,5.0,1588,High
5245,32,Male,GoPro Hero,Cancellation request,Network problem,Chat,5.0,1568,High
5246,62,Other,iPhone,Billing inquiry,Cancellation request,Phone,1.0,1487,Low
5247,53,Other,Samsung Soundbar,Refund request,Display issue,Email,2.0,1840,Low
5250,66,Other,Nintendo Switch Pro Controller,Refund request,Delivery problem,Social media,3.0,1386,Medium
5252,63,Female,LG Washing Machine,Billing inquiry,Delivery problem,Phone,2.0,1804,Low
5263,27,Female,Bose SoundLink Speaker,Technical issue,Product setup,Phone,4.0,1493,High
5264,30,Male,Fitbit Versa Smartwatch,Refund request,Account access,Social media,3.0,1815,Medium
5268,47,Male,Nikon D,Refund request,Battery life,Chat,2.0,1829,Low
5271,19,Male,Google Nest,Product inquiry,Account access,Email,3.0,1799,Medium
5272,20,Other,LG Washing Machine,Product inquiry,Product compatibility,Phone,5.0,1836,High
5283,52,Female,PlayStation,Product inquiry,Product compatibility,Social media,4.0,1968,High
5288,31,Other,GoPro Hero,Billing inquiry,Delivery problem,Chat,1.0,1890,Low
5289,66,Other,Microsoft Office,Cancellation request,Network problem,Phone,4.0,1378,High
5291,37,Female,GoPro Action Camera,Cancellation request,Network problem,Chat,4.0,1959,High
5292,55,Other,MacBook Pro,Billing inquiry,Software bug,Social media,3.0,1504,Medium
5297,36,Other,LG OLED,Technical issue,Hardware issue,Chat,3.0,1705,Medium
5300,33,Female,PlayStation,Product inquiry,Software bug,Phone,2.0,1443,Low
5304,33,Female,Samsung Galaxy,Product inquiry,Battery life,Email,1.0,1563,Low
5306,69,Other,Canon EOS,Technical issue,Refund request,Email,3.0,2020,Medium
5307,50,Other,Asus ROG,Product inquiry,Installation support,Email,3.0,2038,Medium
5308,18,Male,Sony Xperia,Refund request,Account access,Phone,1.0,1495,Low
5311,51,Male,Google Pixel,Cancellation request,Battery life,Chat,5.0,2011,High
5315,54,Male,LG OLED,Refund request,Product compatibility,Social media,2.0,1753,Low
5319,61,Other,Xbox,Billing inquiry,Cancellation request,Chat,1.0,1690,Low
5341,48,Male,Sony 4K HDR TV,Billing inquiry,Peripheral compatibility,Chat,4.0,1774,High
5343,62,Other,Philips Hue Lights,Product inquiry,Installation support,Social media,5.0,1865,High
5350,44,Female,Roomba Robot Vacuum,Cancellation request,Product compatibility,Social media,5.0,1985,High
5352,59,Female,Roomba Robot Vacuum,Billing inquiry,Peripheral compatibility,Social media,4.0,1799,High
5353,33,Other,Philips Hue Lights,Refund request,Delivery problem,Chat,2.0,1661,Low
5356,48,Other,Dell XPS,Refund request,Refund request,Phone,1.0,1906,Low
5357,34,Other,Sony 4K HDR TV,Technical issue,Software bug,Social media,5.0,1787,High
5358,69,Other,Asus ROG,Refund request,Refund request,Social media,5.0,1927,High
5363,61,Female,Roomba Robot Vacuum,Cancellation request,Network problem,Chat,2.0,1704,Low
5367,49,Male,Fitbit Versa Smartwatch,Billing inquiry,Network problem,Social media,1.0,1788,Low
5368,48,Male,Bose QuietComfort,Product inquiry,Payment issue,Social media,4.0,2033,High
5370,50,Female,Sony Xperia,Product inquiry,Data loss,Chat,5.0,1874,High
5373,53,Other,PlayStation,Cancellation request,Cancellation request,Social media,4.0,1426,High
5379,63,Other,Autodesk AutoCAD,Cancellation request,Delivery problem,Social media,4.0,1609,High
5380,49,Female,Fitbit Versa Smartwatch,Billing inquiry,Hardware issue,Phone,4.0,1975,High
5382,68,Male,Nintendo Switch,Technical issue,Product setup,Social media,4.0,1332,High
5387,57,Female,GoPro Hero,Refund request,Product compatibility,Email,1.0,1547,Low
5394,44,Female,Canon DSLR Camera,Billing inquiry,Refund request,Social media,3.0,2022,Medium
5395,36,Female,Apple AirPods,Technical issue,Payment issue,Chat,3.0,1986,Medium
5400,52,Male,Fitbit Charge,Billing inquiry,Network problem,Phone,4.0,1909,High
5403,50,Male,GoPro Hero,Cancellation request,Delivery problem,Social media,5.0,1998,High
5409,33,Female,Sony Xperia,Technical issue,Battery life,Phone,1.0,1575,Low
5416,50,Female,Google Pixel,Cancellation request,Delivery problem,Phone,2.0,1623,Low
5426,50,Female,Microsoft Xbox Controller,Technical issue,Installation support,Phone,2.0,1621,Low
5428,31,Male,GoPro Action Camera,Technical issue,Payment issue,Email,3.0,1927,Medium
5435,51,Female,GoPro Action Camera,Technical issue,Cancellation request,Chat,2.0,1955,Low
5436,58,Other,LG Washing Machine,Technical issue,Product compatibility,Social media,4.0,1860,High
5437,18,Other,Microsoft Office,Cancellation request,Battery life,Chat,4.0,1951,High
5440,35,Female,Bose SoundLink Speaker,Cancellation request,Hardware issue,Chat,3.0,1970,Medium
5442,21,Female,Bose SoundLink Speaker,Refund request,Battery life,Phone,3.0,1641,Medium
5443,36,Other,Sony PlayStation,Technical issue,Account access,Social media,2.0,1385,Low
5445,44,Female,GoPro Hero,Billing inquiry,Account access,Phone,4.0,2038,High
5446,21,Other,PlayStation,Product inquiry,Hardware issue,Phone,5.0,1377,High
5450,52,Female,LG OLED,Refund request,Installation support,Phone,1.0,1918,Low
5452,42,Female,Fitbit Versa Smartwatch,Refund request,Delivery problem,Social media,1.0,1791,Low
5455,70,Male,Apple AirPods,Product inquiry,Network problem,Phone,4.0,1887,High
5457,39,Female,Sony 4K HDR TV,Billing inquiry,Network problem,Social media,2.0,1533,Low
5460,23,Male,Philips Hue Lights,Product inquiry,Product setup,Phone,3.0,1745,Medium
5461,53,Female,Apple AirPods,Cancellation request,Account access,Social media,1.0,1531,Low
5466,64,Male,Lenovo ThinkPad,Product inquiry,Refund request,Email,1.0,2028,Low
5467,28,Male,Samsung Soundbar,Product inquiry,Installation support,Social media,3.0,1565,Medium
5470,53,Female,Asus ROG,Refund request,Peripheral compatibility,Email,5.0,1835,High
5472,32,Female,Sony Xperia,Refund request,Peripheral compatibility,Social media,1.0,1432,Low
5473,60,Other,PlayStation,Technical issue,Cancellation request,Social media,2.0,1631,Low
5474,38,Male,Dyson Vacuum Cleaner,Technical issue,Battery life,Social media,4.0,1890,High
5475,36,Female,Autodesk AutoCAD,Technical issue,Peripheral compatibility,Email,5.0,1553,High
5477,42,Male,Apple AirPods,Product inquiry,Software bug,Social media,5.0,1818,High
5478,35,Male,Apple AirPods,Billing inquiry,Hardware issue,Social media,1.0,1467,Low
5481,40,Male,Google Nest,Product inquiry,Software bug,Phone,1.0,1688,Low
5487,52,Female,Nest Thermostat,Billing inquiry,Account access,Phone,5.0,1987,High
5491,59,Male,Canon EOS,Cancellation request,Product compatibility,Phone,1.0,1581,Low
5494,20,Female,LG Washing Machine,Technical issue,Software bug,Chat,1.0,1894,Low
5502,34,Other,Bose QuietComfort,Refund request,Installation support,Phone,3.0,1487,Medium
5503,52,Male,GoPro Hero,Technical issue,Network problem,Email,1.0,1507,Low
5510,38,Female,Canon DSLR Camera,Cancellation request,Hardware issue,Email,4.0,1981,High
5511,47,Other,Canon EOS,Billing inquiry,Payment issue,Phone,3.0,1389,Medium
5513,45,Other,Microsoft Xbox Controller,Product inquiry,Payment issue,Email,1.0,1503,Low
5514,31,Male,Bose QuietComfort,Refund request,Display issue,Email,2.0,2006,Low
5518,64,Male,Microsoft Surface,Cancellation request,Hardware issue,Chat,3.0,1731,Medium
5522,31,Female,Microsoft Surface,Refund request,Installation support,Social media,2.0,2042,Low
5523,48,Female,Canon EOS,Cancellation request,Product recommendation,Social media,3.0,1619,Medium
5537,45,Female,Samsung Galaxy,Technical issue,Software bug,Phone,2.0,1647,Low
5539,27,Female,Nest Thermostat,Technical issue,Product setup,Phone,5.0,1551,High
5540,45,Other,Sony 4K HDR TV,Refund request,Network problem,Phone,5.0,2020,High
5542,43,Female,Dyson Vacuum Cleaner,Product inquiry,Payment issue,Phone,4.0,1726,High
5547,53,Other,Canon DSLR Camera,Refund request,Software bug,Email,2.0,1824,Low
5549,55,Other,Google Pixel,Billing inquiry,Product setup,Social media,3.0,2038,Medium
5552,20,Other,Sony 4K HDR TV,Refund request,Display issue,Phone,1.0,1755,Low
5556,42,Other,LG OLED,Cancellation request,Product recommendation,Email,1.0,1689,Low
5557,39,Female,GoPro Action Camera,Technical issue,Battery life,Phone,1.0,1672,Low
5564,19,Other,Samsung Galaxy,Refund request,Data loss,Social media,1.0,1450,Low
5568,64,Male,Lenovo ThinkPad,Product inquiry,Refund request,Phone,5.0,1983,High
5574,67,Male,HP Pavilion,Refund request,Software bug,Email,2.0,1380,Low
5577,30,Female,GoPro Action Camera,Product inquiry,Network problem,Email,1.0,1527,Low
5585,70,Male,Adobe Photoshop,Cancellation request,Data loss,Chat,1.0,1821,Low
5588,49,Female,Apple AirPods,Product inquiry,Software bug,Chat,3.0,1542,Medium
5593,32,Other,Autodesk AutoCAD,Refund request,Delivery problem,Chat,2.0,1513,Low
5600,64,Female,Amazon Kindle,Technical issue,Product setup,Social media,4.0,1945,High
5601,44,Other,Fitbit Charge,Product inquiry,Cancellation request,Chat,4.0,1873,High
5604,67,Female,Microsoft Office,Technical issue,Installation support,Phone,5.0,1782,High
5608,26,Female,Xbox,Technical issue,Data loss,Phone,2.0,1851,Low
5611,58,Other,Asus ROG,Billing inquiry,Software bug,Phone,3.0,1936,Medium
5612,32,Female,HP Pavilion,Cancellation request,Product setup,Chat,4.0,2014,High
5613,21,Other,Microsoft Xbox Controller,Product inquiry,Peripheral compatibility,Social media,2.0,1569,Low
5619,63,Male,Autodesk AutoCAD,Refund request,Product recommendation,Phone,5.0,1988,High
5621,44,Female,Microsoft Office,Refund request,Software bug,Email,3.0,1514,Medium
5624,24,Female,Bose SoundLink Speaker,Billing inquiry,Delivery problem,Social media,4.0,1524,High
5625,63,Other,Canon DSLR Camera,Cancellation request,Product setup,Chat,2.0,1788,Low
5627,25,Male,Bose QuietComfort,Refund request,Payment issue,Phone,3.0,1964,Medium
5629,24,Male,Google Pixel,Product inquiry,Network problem,Social media,2.0,1481,Low
5635,70,Other,Canon DSLR Camera,Product inquiry,Software bug,Email,1.0,1414,Low
5636,28,Male,LG Washing Machine,Product inquiry,Network problem,Phone,3.0,1518,Medium
5640,40,Female,Microsoft Surface,Refund request,Account access,Email,3.0,1729,Medium
5642,58,Other,LG Washing Machine,Refund request,Battery life,Email,2.0,1594,Low
5645,39,Other,GoPro Hero,Product inquiry,Account access,Chat,3.0,1785,Medium
5647,37,Male,Canon EOS,Product inquiry,Account access,Chat,5.0,1749,High
5649,69,Other,Nintendo Switch,Refund request,Refund request,Social media,5.0,1594,High
5650,49,Female,Canon EOS,Refund request,Delivery problem,Email,2.0,1510,Low
5657,52,Male,Nikon D,Cancellation request,Payment issue,Phone,5.0,1347,High
5662,57,Female,Samsung Galaxy,Refund request,Payment issue,Email,5.0,1818,High
5664,46,Male,Roomba Robot Vacuum,Technical issue,Product compatibility,Chat,5.0,1567,High
5665,25,Male,Canon EOS,Product inquiry,Network problem,Phone,4.0,1659,High
5667,19,Female,Philips Hue Lights,Billing inquiry,Product compatibility,Social media,4.0,1787,High
5668,50,Female,GoPro Hero,Technical issue,Battery life,Phone,4.0,1757,High
5670,42,Male,Dyson Vacuum Cleaner,Product inquiry,Delivery problem,Email,5.0,1357,High
5671,55,Other,Nintendo Switch,Billing inquiry,Product compatibility,Chat,3.0,1740,Medium
5673,45,Male,Nest Thermostat,Billing inquiry,Account access,Phone,1.0,1919,Low
5675,21,Female,Microsoft Xbox Controller,Billing inquiry,Network problem,Email,1.0,1825,Low
5678,51,Female,Nikon D,Technical issue,Product recommendation,Social media,4.0,1364,High
5681,44,Female,Xbox,Product inquiry,Product setup,Email,5.0,2003,High
5683,64,Male,Fitbit Charge,Product inquiry,Product recommendation,Chat,2.0,1633,Low
5684,22,Male,Google Pixel,Refund request,Software bug,Chat,4.0,1967,High
5686,54,Other,Fitbit Charge,Technical issue,Product recommendation,Chat,2.0,2018,Low
5693,43,Other,Lenovo ThinkPad,Technical issue,Data loss,Chat,4.0,2025,High
5694,24,Male,PlayStation,Billing inquiry,Hardware issue,Chat,1.0,1980,Low
5699,34,Female,iPhone,Billing inquiry,Software bug,Phone,5.0,1560,High
5703,36,Male,HP Pavilion,Refund request,Network problem,Email,1.0,1369,Low
5705,67,Male,Microsoft Office,Cancellation request,Software bug,Social media,4.0,1867,High
5713,29,Other,Fitbit Versa Smartwatch,Billing inquiry,Product setup,Chat,4.0,1865,High
5715,35,Female,Amazon Echo,Refund request,Refund request,Phone,3.0,1624,Medium
5716,57,Female,Microsoft Xbox Controller,Refund request,Display issue,Chat,1.0,2030,Low
5717,58,Other,LG Smart TV,Technical issue,Data loss,Phone,5.0,1722,High
5721,21,Other,Autodesk AutoCAD,Refund request,Payment issue,Social media,3.0,1498,Medium
5722,60,Male,iPhone,Cancellation request,Hardware issue,Social media,3.0,1783,Medium
5726,58,Other,PlayStation,Product inquiry,Delivery problem,Chat,3.0,1997,Medium
5729,59,Other,Google Nest,Billing inquiry,Network problem,Phone,4.0,1839,High
5730,31,Female,Amazon Kindle,Billing inquiry,Hardware issue,Email,4.0,1630,High
5731,61,Male,Nikon D,Billing inquiry,Network problem,Chat,2.0,1550,Low
5732,19,Female,Apple AirPods,Technical issue,Display issue,Chat,3.0,1474,Medium
5736,70,Other,GoPro Hero,Cancellation request,Peripheral compatibility,Email,1.0,1715,Low
5737,20,Male,Nikon D,Billing inquiry,Refund request,Email,5.0,1567,High
5739,69,Male,Fitbit Versa Smartwatch,Product inquiry,Product recommendation,Social media,3.0,1819,Medium
5740,51,Other,Asus ROG,Cancellation request,Product recommendation,Email,1.0,1810,Low
5743,32,Female,PlayStation,Technical issue,Software bug,Chat,3.0,1491,Medium
5744,42,Male,LG Washing Machine,Technical issue,Cancellation request,Email,3.0,1648,Medium
5750,52,Male,GoPro Hero,Product inquiry,Product recommendation,Social media,3.0,1447,Medium
5758,38,Other,Nintendo Switch,Technical issue,Network problem,Social media,4.0,1932,High
5759,47,Female,HP Pavilion,Cancellation request,Data loss,Phone,2.0,1938,Low
5760,28,Female,Samsung Galaxy,Billing inquiry,Payment issue,Phone,5.0,1987,High
5765,69,Male,Sony Xperia,Product inquiry,Hardware issue,Phone,2.0,2026,Low
5767,53,Male,Microsoft Xbox Controller,Cancellation request,Cancellation request,Social media,5.0,1846,High
5771,26,Female,Nikon D,Product inquiry,Peripheral compatibility,Chat,3.0,1493,Medium
5776,51,Male,Asus ROG,Technical issue,Product setup,Chat,1.0,1713,Low
5779,32,Male,LG Washing Machine,Billing inquiry,Product recommendation,Social media,2.0,1906,Low
5781,39,Male,iPhone,Cancellation request,Hardware issue,Social media,4.0,1420,High
5784,61,Other,Apple AirPods,Billing inquiry,Hardware issue,Social media,1.0,1834,Low
5785,61,Male,LG Smart TV,Billing inquiry,Installation support,Phone,3.0,1967,Medium
